"","CASE_STATUS","EMPLOYER_STATE","SOC_NAME","FULL_TIME_POSITION","PREVAILING_WAGE","PW_SOURCE","WAGE_RATE_OF_PAY_FROM","WORKSITE_STATE","DECISION_DURATION","EMPLOYMENT_DURATION"
"1916","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106766,"OES",135943.46,"South",0,1095
"1917","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",94600,"Other",87000,"Midwest",4,1095
"1918","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"Other",68827,"Southwest",1,1096
"1920","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",107411,"OES",109500,"Southwest",0,1075
"1922","DENIED","New England","FINANCIAL ANALYSTS","Y",95160,"OES",90950,"Mid-Atlantic",2,1095
"1923","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",147222,"OES",150800,"West",5,1095
"1924","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",84864,"OES",115000,"Mid-Atlantic",4,1096
"1925","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",64230,"Other",65000,"West",911,1095
"1926","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",63315,"OES",63574,"Mid-Atlantic",0,1094
"1927","DENIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",78957,"Other",80000,"Southwest",7,1094
"1928","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",89669,"OES",105000,"West",0,1095
"1929","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",102973.2,"Mid-Atlantic",1,1095
"1930","DENIED","Midwest","MECHANICAL ENGINEERS","Y",33.19,"Other",33.94,"Midwest",5,994
"1931","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",135283,"OES",135283,"Mid-Atlantic",0,1095
"1932","DENIED","South","COMPUTER PROGRAMMERS","Y",72342,"OES",88134,"West",453,1095
"1933","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",118664,"OES",118664,"West",1,1096
"1935","DENIED","Midwest","ELECTRICAL ENGINEERS","Y",62379,"OES",80000,"Midwest",0,933
"1936","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",116584,"OES",183800,"Southwest",1,50
"1938","DENIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",65749,"OES",90000,"Mid-Atlantic",180,1096
"1941","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",65874,"OES",71472,"West",1,1096
"1942","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",76835,"OES",76835,"West",1,1095
"1943","DENIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",75941,"OES",76000,"West",0,1087
"1946","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",72600,"Southwest",0,1095
"1947","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",56971,"OES",65000,"Midwest",0,1096
"1948","DENIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",80704,"OES",90000,"West",0,1095
"1949","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"Other",75000,"Southwest",0,1095
"1950","DENIED","South","COMPUTER PROGRAMMERS","Y",54434,"OES",64641,"Midwest",1,1072
"1952","DENIED","West","ELECTRICAL ENGINEERS","Y",83824,"OES",90100.14,"West",854,1095
"1954","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",63294,"OES",70000,"Midwest",2,1095
"1955","DENIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",76131,"OES",90000,"West",0,1095
"1957","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70803,"Other",71000,"South",2,1095
"1959","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",77272,"OES",77272,"Mid-Atlantic",4,1094
"1960","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",76835,"OES",76835,"West",2,1096
"1961","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",71781,"OES",71781,"Mid-Atlantic",1,1095
"1962","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",72218,"OES",77604,"Southwest",735,1095
"1964","DENIED","Mid-Atlantic","ACCOUNTANTS AND AUDITORS","Y",96574,"OES",150000,"Mid-Atlantic",7,1096
"1966","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",75858,"OES",76000,"Midwest",2,1095
"1967","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",121219,"Other",137000,"West",2,1096
"1968","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",50357,"Other",65000,"South",0,1095
"1969","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",55806,"OES",55806,"West",3,841
"1970","DENIED","South","ELECTRICAL ENGINEERS","Y",101200,"Other",108233,"South",5,1095
"1971","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",89149,"Other",96000,"West",303,1094
"1973","DENIED","New England","COMPUTER OCCUPATIONS, ALL OTHER","Y",56472,"OES",60000,"New England",0,1096
"1974","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",68827,"Southwest",3,1096
"1975","DENIED","West","OPERATIONS RESEARCH ANALYSTS","Y",85862,"OES",145000,"West",449,1095
"1979","DENIED","Southwest","COMPUTER PROGRAMMERS","Y",46301,"OES",60000,"Southwest",4,1094
"1980","DENIED","Southwest","MECHANICAL ENGINEERS","Y",28,"OES",27.91,"Southwest",7,1095
"1982","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",74006,"OES",88701,"Midwest",185,670
"1984","DENIED","New England","ACCOUNTANTS AND AUDITORS","Y",52478,"OES",55515,"New England",0,1096
"1985","DENIED","South","COMPUTER PROGRAMMERS","Y",59821,"OES",65000,"Mid-Atlantic",0,1095
"1988","DENIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",78957,"OES",78957,"Southwest",3,1096
"1991","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","N",53.19,"OES",53.19,"South",0,1095
"1992","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",54704,"OES",70000,"Midwest",6,1096
"1993","DENIED","Southwest","COMPUTER PROGRAMMERS","Y",60965,"Other",65000,"Mid-Atlantic",0,1095
"1994","DENIED","Mid-Atlantic","MANAGEMENT ANALYSTS","N",27.98,"OES",28,"Mid-Atlantic",1,1095
"1995","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",85197,"OES",85200,"Southwest",0,1095
"1996","DENIED","Southwest","OPERATIONS RESEARCH ANALYSTS","Y",42786,"OES",42786,"Mid-Atlantic",1259,1095
"1997","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",96470,"OES",140000,"West",0,1095
"1998","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",80995,"OES",81000,"Mid-Atlantic",1,1094
"2001","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",99423,"Other",132000,"West",682,1095
"2002","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",51064,"OES",68000,"Mid-Atlantic",5,1095
"2003","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",83678,"OES",83678,"West",0,1095
"2004","DENIED","South","COMPUTER PROGRAMMERS","Y",75795,"OES",75795,"Mid-Atlantic",0,1065
"2006","DENIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",69347,"OES",69347,"Midwest",3,1095
"2007","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"Other",60000,"Mid-Atlantic",5,1094
"2008","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",56971,"OES",97000,"Midwest",5,1095
"2010","DENIED","South","ACCOUNTANTS AND AUDITORS","Y",48880,"Other",48880,"South",0,1095
"2011","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",87194,"OES",87194,"Mid-Atlantic",729,1095
"2012","DENIED","New England","COMPUTER PROGRAMMERS","Y",55910,"Other",75000,"Mid-Atlantic",3,1095
"2013","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",60840,"OES",60840,"Mid-Atlantic",1,1095
"2018","DENIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",86070,"Other",87000,"Mid-Atlantic",338,1094
"2019","DENIED","West","FINANCIAL ANALYSTS","Y",61734,"OES",65000,"West",4,1096
"2020","DENIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",63669,"OES",63669,"South",0,1095
"2023","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80184,"OES",98000,"West",6,882
"2024","DENIED","West","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",89960,"OES",91332,"West",0,1095
"2026","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",54600,"OES",60000,"Mid-Atlantic",5,1095
"2030","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",63170,"OES",65000,"West",0,1095
"2031","DENIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",77064,"OES",80000,"New England",0,1077
"2032","DENIED","West","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",71094,"OES",75000,"West",0,186
"2036","DENIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",103085,"OES",103085,"Midwest",0,511
"2038","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",103189,"OES",105000,"West",1,1009
"2039","DENIED","Midwest","ELECTRICAL ENGINEERS","Y",62379,"OES",65000,"Midwest",2,1095
"2040","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58510,"OES",60000,"South",0,1095
"2041","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",69098,"OES",90000,"Midwest",2,1096
"2043","DENIED","West","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",60112,"OES",78600,"Mid-Atlantic",206,1094
"2044","DENIED","Midwest","ELECTRICAL ENGINEERS","Y",80912,"OES",88000,"Midwest",916,1096
"2045","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",60000,"OES",60000,"Southwest",1,1095
"2046","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",76586,"OES",76586,"Southwest",1,1095
"2049","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",52166,"OES",75000,"Midwest",1,1095
"2051","DENIED","South","COMPUTER SYSTEMS ANALYSTS","Y",73174,"OES",126936,"Southwest",534,1095
"2052","DENIED","West","COMPUTER SYSTEMS ANALYSTS","Y",33.56,"Other",35.34,"West",324,1094
"2055","DENIED","Southwest","ELECTRICAL ENGINEERS","Y",110261,"OES",120000,"Southwest",3,1096
"2056","DENIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",52894,"OES",62422.62,"Mid-Atlantic",2,1095
"2058","DENIED","West","COMPUTER PROGRAMMERS","Y",43472,"OES",52998,"West",5,1095
"2059","DENIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",67496,"Other",70000,"New England",0,1095
"2060","DENIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",55744,"OES",56000,"Mid-Atlantic",1,1077
"2061","DENIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",93163,"Other",93163,"West",0,1095
"2062","DENIED","Midwest","ELECTRICAL ENGINEERS","Y",69659,"Other",69659,"Midwest",26,1096
"2063","DENIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",123115,"OES",123115,"West",3,1096
"2067","DENIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",53560,"Other",60000,"West",154,1095
"2068","DENIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83782,"OES",121341.6,"Southwest",322,1094
"2069","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",115211,"OES",125158.45,"West",6,1095
"2071","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",82597,"OES",88000,"New England",86,1096
"2072","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",60528,"OES",80000,"South",4,1094
"2074","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",89200,"Other",89200,"West",46,1095
"2075","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",74859,"OES",84048,"Mid-Atlantic",6,1096
"2076","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",104333,"OES",115000,"West",7,1095
"2079","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",32.52,"Other",33,"West",6,1094
"2080","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",90376,"OES",90400,"Mid-Atlantic",7,1094
"2081","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",65187,"OES",85000,"Mid-Atlantic",269,1094
"2082","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",78790,"OES",78790,"New England",7,1095
"2083","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",83678,"OES",87027,"West",4,1093
"2084","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",70034,"OES",70034,"South",7,1092
"2086","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58510,"Other",65000,"South",4,1096
"2087","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",66000,"Mid-Atlantic",7,728
"2089","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",54787,"OES",55000,"Midwest",6,1095
"2091","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",36.22,"OES",37,"Midwest",7,1096
"2092","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",55390,"Other",60000,"Midwest",5,1095
"2093","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",93434,"OES",93434,"South",6,1095
"2094","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",94723,"OES",94800,"Southwest",6,1094
"2096","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70741,"OES",70741,"South",6,1096
"2097","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",121259,"Other",132000,"West",6,1095
"2098","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",125000,"Mid-Atlantic",6,1095
"2099","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",68723,"OES",70462,"Southwest",7,1093
"2100","CERTIFIED","Midwest","OPERATIONS RESEARCH ANALYSTS","Y",59342,"OES",110000,"Midwest",6,1096
"2101","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",147222,"OES",147222,"West",7,1095
"2102","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",64147,"Other",70000,"Mid-Atlantic",6,1094
"2104","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",78957,"OES",78957,"Mid-Atlantic",6,1095
"2107","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",117770,"OES",117770,"West",6,1095
"2109","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",95200,"Other",95200,"Southwest",4,1095
"2110","CERTIFIED","Southwest","MECHANICAL ENGINEERS","Y",52270,"OES",60000,"Midwest",7,1095
"2111","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",101774,"OES",101800,"West",4,1095
"2112","CERTIFIED","Midwest","MANAGEMENT ANALYSTS","Y",55869,"OES",73400,"South",6,1095
"2113","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",122429,"Other",130000,"West",6,1096
"2115","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",108410,"OES",162500,"South",6,1096
"2116","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",70616,"OES",70970,"Southwest",6,1096
"2118","CERTIFIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",29.32,"Other",30.22,"Mid-Atlantic",7,1094
"2119","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",96866,"OES",96866,"West",498,1094
"2120","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",74651,"Other",74651,"South",6,1095
"2121","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",94058,"OES",102300,"Midwest",6,1095
"2123","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",59717,"OES",60000,"Mid-Atlantic",334,1094
"2124","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",39374,"OES",60000,"Southwest",7,1095
"2125","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",69971,"OES",85000,"Midwest",257,1094
"2127","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",74173,"OES",132600,"Midwest",7,1096
"2129","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",99736,"OES",99736,"West",4,1095
"2131","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",107806,"OES",107806,"South",6,1096
"2132","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",54246,"Other",60000,"Southwest",4,1094
"2133","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",55162,"Other",60000,"South",6,1095
"2135","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",65915,"OES",95098,"South",6,1095
"2138","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",63315,"OES",63315,"South",4,1095
"2139","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90646,"OES",90646,"South",6,1096
"2140","CERTIFIED","Mid-Atlantic","OPERATIONS RESEARCH ANALYSTS","Y",108555,"OES",112000,"Mid-Atlantic",6,1095
"2142","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",99424,"OES",106080,"Midwest",4,1096
"2143","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",107744,"OES",110000,"New England",6,1095
"2144","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",64522,"OES",64522,"Midwest",4,1094
"2146","CERTIFIED","West","OPERATIONS RESEARCH ANALYSTS","Y",69306,"OES",110000,"West",6,1096
"2148","CERTIFIED","Midwest","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",65062,"OES",65062,"West",6,1095
"2149","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",52312,"Other",60000,"Midwest",81,1094
"2153","CERTIFIED","Southwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",116958,"OES",310690,"Southwest",738,1095
"2154","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",65666,"OES",65666,"West",7,216
"2155","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",68557,"OES",68557,"Midwest",103,1095
"2156","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",53165,"OES",75888,"Mid-Atlantic",5,339
"2157","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106101,"OES",128000,"West",4,1095
"2159","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",70034,"OES",70034,"South",6,1095
"2163","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83366,"OES",84000,"Midwest",4,1095
"2165","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",67496,"Other",68000,"New England",6,1074
"2167","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",86653,"OES",86653,"Mid-Atlantic",6,718
"2169","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",65666,"OES",81993.6,"West",6,1096
"2171","CERTIFIED","West","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",54974,"OES",63000,"West",8,1095
"2172","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",67787,"OES",83266.04,"South",4,1095
"2173","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",61506,"OES",69472,"South",7,1094
"2174","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",61110,"OES",63000,"Midwest",6,1094
"2175","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",58282,"OES",60000,"Mid-Atlantic",7,1094
"2177","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90646,"OES",115000,"West",6,1095
"2178","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90646,"OES",91000,"Southwest",6,1095
"2179","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",61922,"OES",64641,"Midwest",6,778
"2181","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",51189,"OES",60000,"South",7,1095
"2182","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",36.78,"OES",39,"South",6,1095
"2184","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",48110,"Other",60000,"Southwest",674,559
"2188","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",78957,"OES",78957,"Southwest",6,1093
"2189","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",94619,"OES",94619,"West",6,1095
"2190","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",83678,"OES",83678,"West",6,1095
"2191","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90750,"OES",90750,"West",4,1095
"2193","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",57304,"OES",64000,"Mid-Atlantic",6,1096
"2194","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",30.17,"OES",31,"Southwest",6,1095
"2195","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",58115,"OES",77997,"Midwest",6,1095
"2196","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",124675,"OES",140000,"West",6,1094
"2198","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",81266,"OES",81266,"New England",7,1095
"2199","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",124675,"OES",124675,"West",6,1095
"2201","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",63710,"Other",86400,"New England",7,919
"2203","CERTIFIED","West","MECHANICAL ENGINEERS","Y",73050,"OES",82000,"West",6,1096
"2204","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",71781,"OES",72000,"Mid-Atlantic",6,1095
"2205","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",110864,"OES",150000,"West",4,1095
"2206","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",101566,"OES",120000,"Southwest",6,1095
"2207","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",77397,"Other",77500,"Mid-Atlantic",6,1095
"2208","CERTIFIED","West","COMPUTER PROGRAMMERS","N",25.11,"OES",26,"West",4,1095
"2212","CERTIFIED","West","OPERATIONS RESEARCH ANALYSTS","Y",78520,"OES",112000,"West",6,1095
"2214","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",50232,"OES",62000,"South",4,1095
"2215","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",49982,"OES",60000,"South",4,1095
"2216","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",52416,"OES",52416,"Midwest",6,1094
"2217","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",78603,"OES",118450,"New England",7,1095
"2219","CERTIFIED","Mid-Atlantic","PHYSICIANS AND SURGEONS, ALL OTHER","Y",68030,"Other",70096,"Mid-Atlantic",6,365
"2220","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",110427,"OES",115000,"Mid-Atlantic",6,1094
"2221","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",80000,"Mid-Atlantic",6,1095
"2222","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",71843,"OES",95000,"Midwest",6,1096
"2224","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",45.3,"OES",47.45,"Midwest",6,1095
"2225","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",67787,"OES",67813,"West",7,641
"2226","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",85530,"OES",116480,"Mid-Atlantic",7,1096
"2227","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",84864,"OES",84864,"Mid-Atlantic",6,1095
"2229","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",42.66,"OES",42.66,"Southwest",6,1095
"2230","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102003,"OES",120000,"West",7,1095
"2231","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",76898,"OES",76900,"South",6,349
"2232","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83346,"OES",94600,"West",4,1096
"2233","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",59571,"OES",70000,"South",7,1095
"2234","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80995,"Other",85000,"Midwest",6,1095
"2235","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",84864,"OES",84864,"Mid-Atlantic",6,1095
"2236","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",147222,"OES",150000,"West",7,1095
"2237","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",75941,"OES",112000,"West",6,1096
"2238","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",77043,"OES",77043,"Mid-Atlantic",6,1095
"2239","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80870,"Other",89400,"West",6,1095
"2241","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",73570,"OES",74565,"Southwest",4,1093
"2242","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",77064,"OES",77064,"New England",6,1095
